date,time,customer id,branch,customer name,age,sex,education,course,subject,type,hours,total cost,membership,gift voucher
21/08/2023,8:43 am,5051,Ladkrabang,Garrett Quigley,18,M,GED,1 month pack,Science,online,12 pm - 1 pm,8990,Standard,100
07/05/2023,1:30 pm,5052,Ladkrabang,Lois Quigley,18,F,GED,1 day miracle,Science,online,10 am - 11 am,490,Premium,500
02/12/2023,2:53 pm,5053,Samyan,Mabel Hansen,7,F,Primary,1 day miracle,Math,online,9 am - 10 am,490,Premium,200
08/02/2023,8:25 am,5054,Bangkrapi,Henrietta Ruecker,10,F,Primary,1 day miracle,Social Studies,onsite,6 pm - 7 pm,490,Standard,200
20/12/2023,10:21 am,5055,Ekkamai,Casey Reilly,8,F,Primary,2 week fornight,Math,onsite,12 pm - 1 pm,5990,Standard,1000
01/07/2023,9:31 pm,5056,Ekkamai,Rodney Harber-Dicki,19,M,Bachelor,1 week marathon,Math,online,9 pm - 10 pm,2990,Premium,200
12/12/2023,6:27 pm,5057,Samyan,Irvin Strosin MD,8,M,Primary,1 month pack,Math,online,10 am - 11 am,8990,None,100
03/08/2023,8:50 pm,5058,Ekkamai,Roxanne Hirthe,12,F,Primary,1 week marathon,Science,onsite,1 pm - 2 pm,2990,Premium,100
04/04/2023,5:42 pm,5059,Samyan,Alison Lubowitz,12,F,Primary,2 week fornight,Social Studies,onsite,9 am - 10 am,5990,Premium,100
06/07/2023,8:46 am,5060,Ekkamai,Allen Bergnaum,18,M,GED,1 month pack,Social Studies,online,9 pm - 10 pm,8990,Standard,100
11/04/2023,12:43 pm,5061,Samyan,Stuart Dickens,15,M,Secondary,1 week marathon,Math,online,1 pm - 2 pm,2990,Standard,100
28/12/2023,4:29 pm,5062,Ekkamai,Christian Stamm,7,M,Primary,1 month pack,Language,online,1 pm - 2 pm,8990,Standard,200
23/10/2023,8:41 pm,5063,Samyan,Yolanda Kessler,12,F,Primary,1 week marathon,Social Studies,onsite,5 pm - 6 pm,2990,Standard,100
30/12/2023,6:05 pm,5064,Ekkamai,Nadine Deckow,7,F,Primary,1 month pack,Language,onsite,3 pm - 4 pm,8990,Premium,500
07/01/2023,9:30 am,5065,Samyan,Crystal Langworth,14,F,GED,1 day miracle,Social Studies,online,10 am - 11 am,490,Premium,500
11/04/2023,11:57 am,5066,Samyan,Wendell Boyle,8,M,Primary,1 month pack,Math,online,9 pm - 10 pm,8990,None,100
02/10/2023,6:21 pm,5067,Ekkamai,Damon Bogisich,18,M,Secondary,2 week fornight,Social Studies,online,3 pm - 4 pm,5990,None,100
01/12/2023,2:11 pm,5068,Ekkamai,Dominic Jones-Bahringer,16,M,Secondary,2 week fornight,Science,onsite,10 am - 11 am,5990,Premium,100
31/10/2023,9:43 pm,5069,Samyan,Trevor Dooley,18,M,Vocational,2 week fornight,Science,online,4 pm - 5 pm,5990,Premium,200
22/11/2023,7:43 pm,5070,Ekkamai,Fannie Tremblay,20,F,Bachelor,1 week marathon,Social Studies,onsite,11 am - 12 pm,2990,None,100
18/12/2023,5:26 pm,5071,Bangkrapi,Amos McKenzie,7,M,Primary,1 day miracle,Math,online,12 pm - 1 pm,490,None,100
19/07/2023,3:30 pm,5072,Ekkamai,Linda Heaney,20,F,Bachelor,2 week fornight,Math,onsite,1 pm - 2 pm,5990,None,200
18/07/2023,11:25 am,5073,Samyan,Dawn Bogisich,8,F,Primary,1 day miracle,Language,onsite,1 pm - 2 pm,490,Premium,200
03/09/2023,4:24 pm,5074,Samyan,Ora Wisoky,12,F,Primary,1 week marathon,Social Studies,online,10 am - 11 am,2990,Premium,100
15/03/2023,1:34 pm,5075,Samyan,Kay Lebsack,14,F,GED,1 month pack,Language,online,5 pm - 6 pm,8990,None,100
24/12/2023,6:40 pm,5076,Samyan,Bethany Simonis,12,F,Primary,1 day miracle,Language,online,6 pm - 7 pm,490,Standard,100
29/04/2023,4:42 pm,5077,Ekkamai,Jesse Wunsch,20,M,Bachelor,1 day miracle,Math,online,2 pm - 3 pm,490,None,100
14/04/2023,9:12 pm,5078,Samyan,Wilbur MacGyver-Fisher V,19,M,Bachelor,1 day miracle,Social Studies,onsite,9 am - 10 am,490,Standard,200
13/02/2023,5:01 pm,5079,Ladkrabang,Vivian Kovacek,7,F,Primary,2 week fornight,Science,onsite,2 pm - 3 pm,5990,None,100
23/01/2023,5:03 pm,5080,Ekkamai,Viola Cummings,16,F,GED,1 week marathon,Science,online,4 pm - 5 pm,2990,None,100
29/10/2023,6:17 pm,5081,Ekkamai,Christie Smith,9,F,Primary,2 week fornight,Science,onsite,5 pm - 6 pm,5990,None,100
30/07/2023,9:25 pm,5082,Ekkamai,Dean Gusikowski,20,M,Bachelor,1 day miracle,Science,online,10 am - 11 am,490,Premium,100
01/08/2023,10:39 am,5083,Ekkamai,Jeannette Heathcote,18,F,Vocational,1 day miracle,Science,onsite,4 pm - 5 pm,490,Premium,100
06/03/2023,10:56 am,5084,Ekkamai,Linda Gottlieb,9,F,Primary,1 month pack,Science,online,10 am - 11 am,8990,Premium,200
04/05/2023,7:48 pm,5085,Bangkrapi,Gerald Bednar,8,M,Primary,2 week fornight,Science,online,5 pm - 6 pm,5990,Premium,500
08/03/2023,9:58 pm,5086,Ekkamai,Virgil Mayer,15,M,Vocational,1 day miracle,Language,online,1 pm - 2 pm,490,Premium,100
23/04/2023,9:16 pm,5087,Ekkamai,Traci Murray,17,F,Vocational,2 week fornight,Social Studies,online,3 pm - 4 pm,5990,Premium,500
01/06/2023,8:00 pm,5088,Bangkrapi,Kelli Reilly DDS,20,F,Bachelor,1 month pack,Science,onsite,10 am - 11 am,8990,None,100
29/07/2023,3:01 pm,5089,Samyan,Karen Turner,18,F,Secondary,1 month pack,Math,onsite,9 pm - 10 pm,8990,Standard,100
07/09/2023,3:02 pm,5090,Ekkamai,Patti Carroll MD,15,F,Secondary,1 week marathon,Science,onsite,1 pm - 2 pm,2990,None,100
10/11/2023,10:46 am,5091,Samyan,Amelia Moore,15,F,Secondary,1 week marathon,Social Studies,online,10 am - 11 am,2990,Premium,100
27/08/2023,9:11 pm,5092,Samyan,Leona Streich,14,F,GED,1 month pack,Social Studies,online,4 pm - 5 pm,8990,None,100
06/03/2023,7:57 pm,5093,Ekkamai,Kent Weimann,11,M,Primary,1 day miracle,Language,onsite,10 am - 11 am,490,None,100
24/03/2023,8:53 am,5094,Samyan,Walter Prosacco,12,M,Primary,1 week marathon,Social Studies,online,3 pm - 4 pm,2990,Premium,100
21/05/2023,6:26 pm,5095,Ladkrabang,Abraham Metz,9,M,Primary,1 week marathon,Social Studies,onsite,4 pm - 5 pm,2990,None,100
05/09/2023,5:29 pm,5096,Ekkamai,Kelley Schuppe,10,F,Primary,2 week fornight,Science,online,9 am - 10 am,5990,None,100
30/10/2023,7:57 pm,5097,Samyan,Miss Lucy Towne,7,F,Primary,1 day miracle,Science,onsite,2 pm - 3 pm,490,Premium,200
13/07/2023,4:33 pm,5098,Ekkamai,Allen Weber,18,M,Secondary,1 day miracle,Social Studies,online,10 am - 11 am,490,Premium,100
16/09/2023,9:42 am,5099,Samyan,Colin Ledner,15,M,Secondary,1 day miracle,Social Studies,onsite,6 pm - 7 pm,490,None,200
15/06/2023,3:26 pm,5100,Ekkamai,Lillie VonRueden,13,F,Vocational,2 week fornight,Language,onsite,2 pm - 3 pm,5990,Premium,100
12/04/2023,9:08 am,5101,Ekkamai,Louise Altenwerth,19,F,Bachelor,1 week marathon,Language,online,8 pm - 9 pm,2990,Standard,100
14/06/2023,4:58 pm,5102,Ekkamai,Herbert Roberts-Corkery,9,M,Primary,1 day miracle,Social Studies,online,8 pm - 9 pm,490,Standard,100
11/03/2023,7:35 pm,5103,Bangkrapi,Mrs. Eva Barrows-Schultz,11,F,Primary,2 week fornight,Language,onsite,5 pm - 6 pm,5990,None,200
22/10/2023,4:05 pm,5104,Ladkrabang,Ora Welch III,20,F,Bachelor,2 week fornight,Social Studies,online,7 pm - 8 pm,5990,Standard,100
03/05/2023,9:55 pm,5105,Samyan,Edwin Christiansen Sr.,11,M,Primary,1 week marathon,Social Studies,online,12 pm - 1 pm,2990,Standard,100
05/12/2023,5:03 pm,5106,Ekkamai,Santos Kuvalis,13,M,GED,1 day miracle,Social Studies,online,9 pm - 10 pm,490,None,100
10/11/2023,9:28 pm,5107,Samyan,Ramona Feest,7,F,Primary,1 week marathon,Social Studies,onsite,7 pm - 8 pm,2990,Standard,100
26/02/2023,9:20 pm,5108,Samyan,Marilyn Zboncak,8,F,Primary,1 day miracle,Language,onsite,8 am - 9 am,490,Premium,1000
10/09/2023,2:37 pm,5109,Ekkamai,Yvonne Brekke,14,F,Secondary,1 day miracle,Social Studies,onsite,11 am - 12 pm,490,Premium,200
06/11/2023,4:16 pm,5110,Bangkrapi,Ronnie Thompson,12,M,Primary,1 week marathon,Math,online,8 pm - 9 pm,2990,Premium,100
29/01/2023,11:02 am,5111,Samyan,Lucia Hane-Kuphal II,19,F,Bachelor,1 day miracle,Language,onsite,5 pm - 6 pm,490,None,500
05/03/2023,10:20 am,5112,Ekkamai,Shannon O'Reilly,20,M,Bachelor,1 month pack,Math,onsite,9 am - 10 am,8990,Premium,100
05/06/2023,4:19 pm,5113,Samyan,Doris Rice,16,F,GED,2 week fornight,Science,online,9 pm - 10 pm,5990,Premium,100
13/02/2023,1:32 pm,5114,Samyan,Rick VonRueden,9,M,Primary,1 week marathon,Math,online,5 pm - 6 pm,2990,Standard,100
13/06/2023,11:34 am,5115,Ekkamai,Ann Kirlin,19,F,Bachelor,1 day miracle,Science,online,12 pm - 1 pm,490,Standard,200
14/07/2023,8:02 pm,5116,Ladkrabang,Ernesto Russel,14,M,GED,2 week fornight,Language,online,12 pm - 1 pm,5990,Premium,200
20/02/2023,11:14 am,5117,Ekkamai,Evelyn Hammes,7,F,Primary,1 week marathon,Math,online,5 pm - 6 pm,2990,Standard,200
14/10/2023,10:36 am,5118,Ladkrabang,Jeannie Hagenes,17,F,Vocational,1 month pack,Social Studies,online,9 pm - 10 pm,8990,None,100
08/02/2023,2:42 pm,5119,Samyan,Kelli Murazik,13,F,Vocational,1 week marathon,Language,onsite,9 pm - 10 pm,2990,Standard,100
26/06/2023,6:31 pm,5120,Samyan,Miss Connie Johnson,14,F,Secondary,1 day miracle,Social Studies,online,6 pm - 7 pm,490,Standard,100
19/03/2023,5:32 pm,5121,Samyan,Joy Torp-Funk,11,F,Primary,1 week marathon,Language,onsite,1 pm - 2 pm,2990,None,1000
09/08/2023,11:20 am,5122,Ekkamai,Greg Hessel Jr.,16,M,Vocational,1 month pack,Social Studies,online,12 pm - 1 pm,8990,Premium,100
20/09/2023,7:31 pm,5123,Bangkrapi,Glen Reinger,11,M,Primary,1 week marathon,Math,online,11 am - 12 pm,2990,Premium,100
04/03/2023,1:53 pm,5124,Bangkrapi,Peggy Shanahan,13,F,GED,1 day miracle,Science,onsite,11 am - 12 pm,490,Premium,100
15/06/2023,8:38 am,5125,Bangkrapi,Charles Walsh,13,M,Vocational,1 week marathon,Social Studies,onsite,3 pm - 4 pm,2990,None,100
23/08/2023,4:30 pm,5126,Samyan,Erick Haag,14,M,Vocational,1 day miracle,Science,onsite,12 pm - 1 pm,490,None,200
05/04/2023,4:58 pm,5127,Samyan,Mike Padberg,20,M,Bachelor,1 day miracle,Language,online,11 am - 12 pm,490,None,1000
08/04/2023,10:04 am,5128,Samyan,Jerry Beier,13,M,GED,2 week fornight,Science,onsite,1 pm - 2 pm,5990,Premium,100
23/01/2023,2:42 pm,5129,Samyan,Rodney Rolfson,19,M,Bachelor,1 week marathon,Science,online,5 pm - 6 pm,2990,None,100
16/07/2023,8:15 pm,5130,Ekkamai,Troy Schiller,16,M,GED,2 week fornight,Language,online,6 pm - 7 pm,5990,Standard,200
20/11/2023,9:37 am,5131,Bangkrapi,Lorenzo Lueilwitz,17,M,GED,1 day miracle,Language,online,9 am - 10 am,490,Premium,200
30/01/2023,9:22 pm,5132,Samyan,Toby Goyette,10,M,Primary,1 day miracle,Math,online,8 am - 9 am,490,Premium,500
18/08/2023,9:35 am,5133,Ekkamai,Leticia Mosciski,7,F,Primary,1 week marathon,Science,onsite,3 pm - 4 pm,2990,Premium,500
20/05/2023,9:19 pm,5134,Ekkamai,Van Blick,19,M,Bachelor,1 day miracle,Language,onsite,9 am - 10 am,490,Standard,100
07/06/2023,2:38 pm,5135,Ekkamai,Bennie Roob-Kihn,11,M,Primary,1 month pack,Math,onsite,10 am - 11 am,8990,Premium,100
25/09/2023,3:41 pm,5136,Samyan,Hugo Christiansen,19,M,Bachelor,1 day miracle,Language,online,11 am - 12 pm,490,None,100
20/04/2023,4:11 pm,5137,Samyan,Jenny Breitenberg,11,F,Primary,1 week marathon,Language,onsite,6 pm - 7 pm,2990,Premium,500
13/09/2023,3:04 pm,5138,Samyan,Roberto Spinka,9,M,Primary,1 day miracle,Math,onsite,11 am - 12 pm,490,Standard,100
27/10/2023,8:35 am,5139,Ekkamai,Nicholas Armstrong-Spinka,15,M,Secondary,1 day miracle,Language,online,8 am - 9 am,490,Standard,200
21/09/2023,3:45 pm,5140,Ekkamai,Ellen Buckridge,17,F,GED,1 day miracle,Science,online,9 pm - 10 pm,490,None,200
30/05/2023,12:06 pm,5141,Ekkamai,Alvin Reinger,8,M,Primary,1 day miracle,Math,online,8 pm - 9 pm,490,Standard,100
02/08/2023,4:22 pm,5142,Ekkamai,Gina White,20,F,Bachelor,1 week marathon,Language,onsite,7 pm - 8 pm,2990,Premium,100
11/08/2023,9:57 pm,5143,Ladkrabang,Edmund Crooks,13,M,Secondary,2 week fornight,Science,online,8 am - 9 am,5990,None,200
02/10/2023,8:35 am,5144,Samyan,Dennis Wiegand,14,M,Vocational,1 day miracle,Language,onsite,9 pm - 10 pm,490,None,100
22/04/2023,7:37 pm,5145,Bangkrapi,Sean Runolfsson II,9,M,Primary,1 month pack,Science,onsite,7 pm - 8 pm,8990,Standard,100
17/01/2023,10:49 am,5146,Samyan,Ricardo Watsica,9,M,Primary,1 day miracle,Language,online,6 pm - 7 pm,490,Standard,1000
03/01/2023,9:44 pm,5147,Ekkamai,Gabriel O'Connell,18,M,Secondary,1 month pack,Social Studies,onsite,4 pm - 5 pm,8990,None,100
02/03/2023,10:28 am,5148,Samyan,Kelly Bayer,16,M,GED,1 day miracle,Language,online,3 pm - 4 pm,490,Premium,100
12/09/2023,8:06 am,5149,Bangkrapi,Marcella Flatley,18,F,Vocational,1 month pack,Language,online,1 pm - 2 pm,8990,Premium,100
19/08/2023,5:19 pm,5150,Ekkamai,Guillermo Osinski,17,M,Vocational,1 week marathon,Language,online,11 am - 12 pm,2990,None,100
14/01/2023,10:28 am,5151,Ekkamai,Bradford Paucek,12,M,Primary,1 week marathon,Social Studies,onsite,8 pm - 9 pm,2990,None,100
01/02/2023,11:08 am,5152,Ekkamai,Simon Gislason,13,M,Vocational,2 week fornight,Language,onsite,2 pm - 3 pm,5990,Premium,100
10/06/2023,6:37 pm,5153,Samyan,Mrs. Marian Williamson,20,F,Bachelor,1 day miracle,Math,onsite,5 pm - 6 pm,490,Standard,200
11/03/2023,11:13 am,5154,Samyan,Miranda Gleichner,13,F,GED,2 week fornight,Social Studies,online,8 pm - 9 pm,5990,Premium,100
25/03/2023,5:18 pm,5155,Samyan,Ervin Rogahn DVM,10,M,Primary,2 week fornight,Math,online,1 pm - 2 pm,5990,None,1000
10/02/2023,9:09 am,5156,Samyan,Kathleen Hand,8,F,Primary,1 month pack,Math,online,9 pm - 10 pm,8990,Premium,100
15/08/2023,10:34 am,5157,Samyan,Edna Will,8,F,Primary,2 week fornight,Social Studies,online,9 am - 10 am,5990,Premium,200
05/08/2023,6:52 pm,5158,Ladkrabang,Miss Adrienne Jakubowski,10,F,Primary,2 week fornight,Math,onsite,11 am - 12 pm,5990,None,100
16/05/2023,4:45 pm,5159,Ladkrabang,Adam Stroman,9,M,Primary,1 day miracle,Language,onsite,8 pm - 9 pm,490,Premium,500
28/11/2023,6:40 pm,5160,Ekkamai,Bryant Rohan,16,M,Secondary,1 week marathon,Language,online,10 am - 11 am,2990,Standard,100
21/11/2023,2:52 pm,5161,Samyan,Tabitha Nitzsche,15,F,GED,2 week fornight,Math,onsite,11 am - 12 pm,5990,None,200
05/01/2023,3:44 pm,5162,Ekkamai,Patti Homenick-Kris,9,F,Primary,2 week fornight,Language,onsite,9 pm - 10 pm,5990,None,500
06/09/2023,4:39 pm,5163,Bangkrapi,Rosie Willms,17,F,Vocational,1 week marathon,Math,onsite,8 pm - 9 pm,2990,Premium,100
29/07/2023,8:12 pm,5164,Ekkamai,Priscilla Crona,13,F,GED,2 week fornight,Language,online,5 pm - 6 pm,5990,Standard,100
12/01/2023,9:50 pm,5165,Ladkrabang,Camille Considine,16,F,GED,1 week marathon,Language,onsite,6 pm - 7 pm,2990,None,100
16/06/2023,11:31 am,5166,Ekkamai,Johnny Haag,16,M,GED,1 week marathon,Science,online,5 pm - 6 pm,2990,Premium,200
10/04/2023,7:09 pm,5167,Ekkamai,Frances Labadie,8,F,Primary,1 month pack,Science,onsite,5 pm - 6 pm,8990,Premium,100
08/06/2023,8:30 am,5168,Samyan,Jesse Kreiger,18,M,Vocational,1 month pack,Social Studies,online,11 am - 12 pm,8990,Standard,100
07/07/2023,11:32 am,5169,Samyan,Henrietta Gerlach,15,F,Secondary,2 week fornight,Language,onsite,5 pm - 6 pm,5990,Standard,200
20/12/2023,8:21 am,5170,Ekkamai,Lynette Grant IV,7,F,Primary,1 week marathon,Science,onsite,8 pm - 9 pm,2990,None,100
05/04/2023,1:10 pm,5171,Ladkrabang,Pedro Huel,14,M,GED,1 week marathon,Social Studies,online,1 pm - 2 pm,2990,Standard,100
26/09/2023,8:51 pm,5172,Samyan,Drew Zboncak,14,M,Vocational,2 week fornight,Science,online,5 pm - 6 pm,5990,Premium,500
04/06/2023,3:35 pm,5173,Samyan,Paula Champlin,15,F,Vocational,2 week fornight,Math,online,8 am - 9 am,5990,None,100
23/06/2023,6:10 pm,5174,Ekkamai,Zachary Schroeder,12,M,Primary,1 day miracle,Social Studies,online,11 am - 12 pm,490,Standard,200
19/04/2023,11:43 am,5175,Ladkrabang,Nancy Schiller,19,F,Bachelor,2 week fornight,Social Studies,online,9 am - 10 am,5990,None,100
23/07/2023,2:42 pm,5176,Bangkrapi,Enrique Mayer,12,M,Primary,1 day miracle,Math,onsite,5 pm - 6 pm,490,Standard,500
08/02/2023,11:18 am,5177,Ekkamai,Eugene Donnelly I,8,M,Primary,1 day miracle,Math,onsite,9 pm - 10 pm,490,None,100
10/11/2023,6:14 pm,5178,Samyan,Erik Swift,9,M,Primary,1 day miracle,Social Studies,online,9 am - 10 am,490,None,1000
27/03/2023,5:24 pm,5179,Samyan,Alma Rath,16,F,Secondary,2 week fornight,Social Studies,online,8 am - 9 am,5990,None,100
05/03/2023,9:53 pm,5180,Ekkamai,Molly Hettinger,8,F,Primary,2 week fornight,Science,online,5 pm - 6 pm,5990,Premium,200
26/03/2023,6:58 pm,5181,Ekkamai,Moses Armstrong,11,M,Primary,2 week fornight,Language,onsite,1 pm - 2 pm,5990,Premium,200
29/01/2023,6:38 pm,5182,Samyan,Joseph Cartwright,17,M,GED,1 week marathon,Math,online,7 pm - 8 pm,2990,Standard,100
10/07/2023,1:37 pm,5183,Samyan,Michael Will,7,M,Primary,2 week fornight,Math,online,8 pm - 9 pm,5990,Standard,500
06/05/2023,3:58 pm,5184,Samyan,Rose Mann,13,F,GED,1 month pack,Math,online,8 pm - 9 pm,8990,Standard,100
04/03/2023,5:00 pm,5185,Bangkrapi,Vicki Bode,19,F,Bachelor,2 week fornight,Language,online,8 am - 9 am,5990,Premium,500
25/06/2023,1:16 pm,5186,Ladkrabang,Melba Terry,10,F,Primary,1 day miracle,Math,online,8 pm - 9 pm,490,Premium,200
05/07/2023,1:58 pm,5187,Samyan,Pete Hermann,12,M,Primary,2 week fornight,Science,online,5 pm - 6 pm,5990,Premium,200
12/10/2023,6:34 pm,5188,Ladkrabang,Mandy Krajcik,9,F,Primary,1 month pack,Science,online,1 pm - 2 pm,8990,Standard,500
27/05/2023,6:05 pm,5189,Samyan,Lucy Balistreri,9,F,Primary,2 week fornight,Language,online,9 am - 10 am,5990,Premium,100
17/05/2023,11:27 am,5190,Ekkamai,Abel Jacobson,12,M,Primary,1 day miracle,Social Studies,online,8 pm - 9 pm,490,None,100
07/01/2023,5:10 pm,5191,Bangkrapi,Roxanne Murphy,15,F,Secondary,2 week fornight,Language,onsite,11 am - 12 pm,5990,None,100
20/05/2023,3:10 pm,5192,Samyan,Calvin Ernser,16,M,Secondary,2 week fornight,Language,onsite,12 pm - 1 pm,5990,None,100
05/10/2023,2:13 pm,5193,Samyan,Roxanne Langworth,10,F,Primary,1 month pack,Math,onsite,2 pm - 3 pm,8990,Premium,100
18/12/2023,1:12 pm,5194,Ladkrabang,Rufus Torphy-Corkery,7,M,Primary,1 month pack,Social Studies,onsite,5 pm - 6 pm,8990,Standard,100
11/07/2023,11:10 am,5195,Samyan,Andrea Casper,13,F,GED,1 month pack,Math,onsite,8 am - 9 am,8990,Premium,100
29/08/2023,7:55 pm,5196,Bangkrapi,Ben Hoeger,11,M,Primary,1 week marathon,Math,online,9 pm - 10 pm,2990,None,100
17/02/2023,12:28 pm,5197,Bangkrapi,Richard Von IV,15,M,Secondary,1 month pack,Social Studies,onsite,6 pm - 7 pm,8990,Standard,200
24/05/2023,8:51 pm,5198,Ladkrabang,Elsa Tillman,11,F,Primary,1 month pack,Language,onsite,12 pm - 1 pm,8990,Premium,500
28/04/2023,5:25 pm,5199,Ekkamai,Marlene Haley-Smitham DVM,17,F,GED,1 day miracle,Language,onsite,9 pm - 10 pm,490,None,100
10/12/2023,1:20 pm,5200,Samyan,Brad D'Amore,14,M,Vocational,2 week fornight,Social Studies,online,5 pm - 6 pm,5990,Premium,500
17/11/2023,9:26 am,5201,Samyan,Phil Schmitt,15,M,Secondary,2 week fornight,Social Studies,onsite,9 pm - 10 pm,5990,None,100
23/05/2023,3:06 pm,5202,Bangkrapi,Lloyd Renner,16,M,Vocational,1 day miracle,Language,online,8 pm - 9 pm,490,Standard,1000
11/07/2023,3:07 pm,5203,Ekkamai,Miss Teresa Ankunding,17,F,GED,1 week marathon,Social Studies,online,9 pm - 10 pm,2990,Premium,100
28/04/2023,7:30 pm,5204,Ekkamai,Brooke Ryan,16,F,Vocational,2 week fornight,Social Studies,onsite,4 pm - 5 pm,5990,Standard,200
06/11/2023,9:24 pm,5205,Bangkrapi,Veronica Wisozk,13,F,Secondary,2 week fornight,Language,online,9 am - 10 am,5990,Standard,500
16/05/2023,6:16 pm,5206,Ekkamai,Rosalie Halvorson,18,F,Secondary,2 week fornight,Language,online,3 pm - 4 pm,5990,Premium,100
11/11/2023,8:34 pm,5207,Ekkamai,Isaac Dickens,18,M,Vocational,1 day miracle,Social Studies,online,1 pm - 2 pm,490,Premium,100
14/09/2023,8:50 pm,5208,Samyan,Hope Parker,12,F,Primary,1 day miracle,Social Studies,online,8 am - 9 am,490,Premium,200
05/05/2023,1:06 pm,5209,Ekkamai,Nichole Haley,19,F,Bachelor,1 day miracle,Language,online,8 am - 9 am,490,Premium,200
20/05/2023,12:43 pm,5210,Ekkamai,Shirley Beatty,20,F,Bachelor,1 day miracle,Social Studies,online,7 pm - 8 pm,490,Standard,100
27/11/2023,12:40 pm,5211,Bangkrapi,Vincent West,11,M,Primary,1 week marathon,Math,online,8 pm - 9 pm,2990,Premium,200
02/11/2023,2:53 pm,5212,Samyan,Rosa Hodkiewicz,19,F,Bachelor,1 day miracle,Math,onsite,4 pm - 5 pm,490,Premium,100
14/11/2023,10:58 am,5213,Ekkamai,Shaun Powlowski,15,M,Secondary,1 day miracle,Social Studies,onsite,9 am - 10 am,490,Standard,100
08/01/2023,10:24 am,5214,Ekkamai,Tami Jenkins,20,F,Bachelor,2 week fornight,Language,onsite,10 am - 11 am,5990,Standard,100
23/09/2023,4:48 pm,5215,Samyan,Mrs. Patty Sporer,14,F,GED,1 month pack,Language,online,7 pm - 8 pm,8990,None,100
24/03/2023,12:06 pm,5216,Ekkamai,Kate Larson,17,F,Vocational,2 week fornight,Language,online,4 pm - 5 pm,5990,Standard,200
30/09/2023,9:48 am,5217,Ekkamai,Edward Jacobi,14,M,GED,2 week fornight,Social Studies,onsite,4 pm - 5 pm,5990,None,200
19/05/2023,8:47 am,5218,Samyan,Jorge O'Reilly,17,M,Secondary,1 week marathon,Math,onsite,2 pm - 3 pm,2990,Standard,200
08/01/2023,6:52 pm,5219,Ekkamai,Saul Block,8,M,Primary,2 week fornight,Math,online,5 pm - 6 pm,5990,Standard,100
30/04/2023,5:25 pm,5220,Ekkamai,Franklin Corkery,19,M,Bachelor,1 week marathon,Math,onsite,2 pm - 3 pm,2990,Premium,100
06/08/2023,9:49 am,5221,Samyan,Sandy Koch Sr.,20,F,Bachelor,1 week marathon,Math,online,12 pm - 1 pm,2990,None,100
01/10/2023,9:47 am,5222,Bangkrapi,Joann Metz I,16,F,GED,2 week fornight,Language,onsite,9 pm - 10 pm,5990,Standard,500
22/11/2023,12:07 pm,5223,Bangkrapi,Leona Brakus,14,F,Vocational,1 day miracle,Language,online,2 pm - 3 pm,490,Premium,200
18/10/2023,6:48 pm,5224,Samyan,Lola Becker II,13,F,GED,1 month pack,Science,online,9 pm - 10 pm,8990,Premium,100
26/03/2023,7:05 pm,5225,Ekkamai,Scott Ward I,17,M,Secondary,1 day miracle,Social Studies,online,7 pm - 8 pm,490,None,100
12/06/2023,1:45 pm,5226,Samyan,Natasha Langworth,15,F,Vocational,1 month pack,Language,online,1 pm - 2 pm,8990,Premium,100
06/09/2023,4:57 pm,5227,Ekkamai,Audrey Howell,10,F,Primary,2 week fornight,Math,onsite,9 am - 10 am,5990,Standard,100
14/08/2023,2:56 pm,5228,Samyan,Brendan Ledner,19,M,Bachelor,1 week marathon,Social Studies,onsite,12 pm - 1 pm,2990,Premium,200
18/03/2023,6:33 pm,5229,Ekkamai,Catherine O'Connell,9,F,Primary,1 week marathon,Math,onsite,6 pm - 7 pm,2990,Standard,500
04/09/2023,2:35 pm,5230,Ekkamai,Kirk Hermann,16,M,Vocational,1 week marathon,Language,online,8 am - 9 am,2990,None,100
16/06/2023,3:17 pm,5231,Ekkamai,Georgia Oberbrunner V,7,F,Primary,2 week fornight,Science,onsite,3 pm - 4 pm,5990,Standard,100
21/09/2023,8:36 pm,5232,Ekkamai,Dean Oberbrunner,11,M,Primary,2 week fornight,Science,online,11 am - 12 pm,5990,None,200
09/08/2023,2:12 pm,5233,Bangkrapi,Roderick Carter,12,M,Primary,1 month pack,Social Studies,online,12 pm - 1 pm,8990,Standard,100
09/11/2023,11:08 am,5234,Samyan,Chelsea Weissnat,10,F,Primary,1 day miracle,Science,online,2 pm - 3 pm,490,Standard,100
06/04/2023,9:36 am,5235,Ekkamai,Tricia Lindgren,18,F,Vocational,1 month pack,Math,online,9 am - 10 am,8990,Standard,500
01/12/2023,9:52 am,5236,Ekkamai,Luz Gibson,12,F,Primary,1 month pack,Science,onsite,9 am - 10 am,8990,Standard,100
15/09/2023,3:21 pm,5237,Ekkamai,Ismael Reilly,18,M,Secondary,1 month pack,Math,online,6 pm - 7 pm,8990,Standard,200
28/02/2023,3:12 pm,5238,Samyan,Gerardo Bernhard,17,M,Secondary,2 week fornight,Math,online,12 pm - 1 pm,5990,Premium,100
25/11/2023,2:20 pm,5239,Ekkamai,Arlene McCullough,13,F,GED,1 day miracle,Language,onsite,9 am - 10 am,490,None,500
18/08/2023,1:44 pm,5240,Bangkrapi,Yvette Volkman,20,F,Bachelor,2 week fornight,Social Studies,onsite,8 am - 9 am,5990,Premium,500
